Pidgin Tweets,Sentiment
dem don nominate hon ahmed idris wase and dem don second am to be di deputy speaker and him don accept.,positive
"358 members na im vote, hon umaru bago chop 76 votes and hon femi gbajabiamila 281. hon femi gbajabiamila don become di speaker of di house of representatives",positive
"“if di spoon attract me, most times na to carry am enta studio” – collins",positive
nigerians want lawmakers to make beta law for di kontri,positive
"no be crime for man and man, woman and woman to do kerewa for botswana",positive
"check as obrafuor talk plus bbc pidgin on beef for ghana music inside, en 20 year career den en style of music plus advice e get for de upcoming artist.",positive
dem don nominate and second hon femi gbajabiamila to become speaker of di house of representatives and him don accept.,positive
senator ovie omo-agege don become di deputy senate president and e don take oath of office for di 9th senate.,positive
"ontop deputy senate president mata 105 senators vote, 1 no gree vote and dem cancel 1 vote. senator ovie omo-agege chop 68 votes and senator ike ekweremadu chop 37 votes. senator ovie omo-agege don become di deputy senate president.",positive
dem don nominate and second senator ovie omoagege as deputy senate president and him don accept di nomination,positive
senator ahmed ibrahim lawan don win to become di president of di 9th senate and him just finish to take oath of office,positive
woman write exam 30 minutes afta she born,positive
di mata still dey on live for hia,positive
dem don nominate senator ali ndume for di position of senate president too and him dey give speech now,positive
dem don nominate senator ahmed lawan for senate president,positive
"morrow for dis page top obrafuor go talk plus bbc pidgin on beef for ghana music inside, en 20 year career den en style of music. make you no miss am!",positive
"hide your spoon o, because dis guy abiniro collins na artist for lagos nigeria wey no dey use eye see spoon as na wetin him dey take create him own art work",positive
insecurity for rivers: 'police need to use technology fight crime for di state',positive
ghana beat south africa to become top gold producer for africa,positive
buhari don accept justice onnoghen retirement as cjn of nigeria,positive
rafael nadal beat dominic thiem to win number 12 french open title,positive
"kits, crowd and coaching - how women football don grow",positive
france 2019 women's world cup: janine van wyk go lead south africa compete for di first time,positive
somb lingom: di blind journalist weh no let im condition stop am,positive
ait don begin show again,positive
turkey president erdogan na best man for footballer mesut ozil wedding,positive
nigeria oldest prisoner don get freedom,positive
world environment day 2019: pipo wey dey rent house fit still plant tree,positive
"""my son and my fans na di accomplishment wey i dey proud of"". jackie appiah wit her eyes and smile go make you fall in love for dis episode of 'question till mouth pain you'",positive
kaffy say if goment know di importance of dance sef dem go put am for curriculum,positive
"nigeria presido muhammadu buhari say even though di pipo of di federal capital territory abuja no vote am for di presidential election, im no go abandon dia security.",positive
"“as adult di period of my life wey i tackle depression based on tins wey dey happen inside house, wit di use of dance and di work wey i dey do as dancer, e continue to dey help remind me say make you no let your problem to define you” -",positive
luka jovic : di striker move dey totori real madrid fans,positive
di jay-z blueprint to become hip hop first billionaire,positive
"non muslim: tank god o, abeg bring me sallah meat muslim: no be dis one we dey do ram (how many times i go elain am sef) oda pipo: public holiday happy to everybodi wey dey celebrate",positive
champions league final: liverpool 2-0 tottenham as reds don become european champion,positive
you no go ever walk alone!!! liverpool ( ) na di ucl champions!!! : liverpoolfc/instagram,positive
‘gabriel okara na meteor for african literature’ - prof chidi maduka,positive
amnesty international want buhari to end death sentence for nigeria,positive
"gm fungus dey kills 99% of malaria mosquitoes, study suggests",positive
"""surfing has taught me to be courageous."" why this nigerian wants more surf shops in her country.",positive
antonio conte: inter milan don appoint former chelsea manager,positive
south africa president cyril ramaphosa make history as im appoint women as half of im cabinet,positive
court don grant afeez fashola aka naira marley n2million naira bail,positive
"may 29 2019 in nigeria: ambode no show, wike go build bridge plus oda tins from govnors inauguration",positive
obasanjo: 'i no involve for any plane accident',positive
"womens world cup 2019: ""we dey target last 16”- falcons coach",positive
kit harington: game of thrones star kit harington dey seek epp for 'personal issues' afta di show end,positive
tanks a bunch,positive
"all hail nigeria actress, producer and philanthropist, di ""king"" tonto dike. if you tink say you know her, oyo fit be your case ooo. ""we too like amebo"", see di latest episode of 'question till mouth pain'.",positive
"2019 in nigeria president muhammadu buhari and im deputy, professor yemi osinbajo don take dia oath of office as elected president and vice president of di federal republic of nigeria for second term",positive
join us by 12 noon wen go arrange special inauguration day live to discuss di way forward for nigeria as di kontri dey look forward to di second term of buhari administration; hosted by wit ogbonge guest,positive
president buhari keep im promise to make di health sector great again?,positive
"ekene franklin, why ghana university give scholarship to nigeria top jamb scorer",positive
year of return: over 200 african americans go get ghanaian citizenship as part of celebrations,positive
alright,positive
ali dorani: how cartoon save my life,positive
feel free na. we dey here for you.,positive
thanks boss! we bin enjoy di gist wella!!!,positive
police brutality: court don order police to pay family n100 million damages for owunari douglas death,positive
how boys di helep girls for cameroon school during dia menstrual period,positive
electronic voting na di best option to avoid election wuru-wuru - jonathan,positive
2019 budget: president muhammadu buhari don sign di kontri spend money plan,positive
"dis na how some children take celebrate children’s day for ijora-badia dem no send dia environment, dem draw plenti tins wey dem wan use catch goment attention ontop dia mata. dey teach di children under wetin him call",positive
